20.175.76.191|2000-03-08|02:43:06|https://www.hunter.com/|200|8796
74.137.158.137|2000-03-08|03:52:15|https://www.lowe.org/|200|1727
57.138.217.225|2000-03-08|05:34:29|http://www.robinson.com/|503|9541
134.63.230.7|2000-03-08|06:42:36|https://holder.com/|200|5767
184.248.114.124|2000-03-08|10:16:32|http://www.miller.net/|200|4963
196.98.190.113|2000-03-08|10:43:58|https://baker.com/|401|190
186.177.183.171|2000-03-08|13:18:11|https://wilkinson.com/|201|6592
130.41.213.28|2000-03-08|13:26:10|https://holder.com/|200|6395
98.220.248.33|2000-03-08|13:49:53|https://baker.com/|200|8144
205.245.91.212|2000-03-08|13:56:47|https://ramos.com/|204|1668
124.10.220.45|2000-03-08|14:54:32|https://wilkinson.com/|200|3666
34.59.163.25|2000-03-08|16:41:35|https://wilkinson.com/|200|6500
19.189.1.66|2000-03-08|17:10:40|https://rojas-ponce.com/|200|1746
85.171.10.14|2000-03-08|19:35:44|https://www.henson-cain.com/|200|9064
138.210.72.76|2000-03-08|20:28:41|https://www.hunter.com/|503|623
114.58.164.56|2000-03-08|21:07:15|http://www.miller.net/|401|6106
120.192.127.3|2000-03-08|22:45:23|http://www.miller.net/|200|5240
120.117.231.225|2000-03-08|23:02:50|https://west.org/|404|9046
223.48.190.197|2000-03-08|23:54:33|https://watson.net/|201|9146
11.85.90.145|2000-07-31|00:25:20|https://wilkinson.com/|200|2680
189.52.134.4|2000-07-31|00:29:16|https://gonzalez.com/|200|2455
69.65.154.27|2000-07-31|01:16:42|https://brooks.com/|204|5931
198.39.88.229|2000-07-31|03:36:18|https://rojas-ponce.com/|502|1503
96.4.58.98|2000-07-31|05:04:41|https://watson.net/|200|1165
21.177.64.9|2000-07-31|05:11:55|https://murphy.com/|200|337
3.220.1.235|2000-07-31|05:59:39|https://www.lowe.org/|404|2584
37.50.148.235|2000-07-31|07:44:45|https://watson.net/|200|10218
23.91.5.85|2000-07-31|09:43:04|https://rojas-ponce.com/|200|7595
63.190.147.3|2000-07-31|11:29:25|http://www.mitchell-johnson.org/|200|2167
180.82.3.103|2000-07-31|13:43:48|https://www.love.com/|200|8565
94.185.247.74|2000-07-31|15:27:16|https://watson.net/|502|6907
84.247.175.165|2000-07-31|16:33:01|https://www.hunter.com/|200|1574
41.73.189.43|2000-07-31|17:39:11|http://www.robinson.com/|200|5150
57.50.202.55|2000-07-31|18:11:15|http://www.mitchell-johnson.org/|502|10075
102.124.154.210|2000-07-31|20:21:33|http://www.mitchell-johnson.org/|200|4828
208.100.186.182|2000-07-31|20:46:04|https://baker.com/|503|880
158.136.147.42|2000-07-31|22:24:58|http://www.miller.net/|500|5417
207.242.107.169|2001-01-25|00:16:28|https://murphy.com/|200|212
193.99.139.179|2001-01-25|00:27:26|https://www.lowe.org/|200|2452
176.83.39.26|2001-01-25|03:12:26|https://wilkinson.com/|200|2830
117.46.102.2|2001-01-25|04:04:30|https://www.lowe.org/|200|6119
108.103.64.202|2001-01-25|04:57:07|https://www.love.com/|200|3574
106.77.38.62|2001-01-25|04:57:26|https://www.love.com/|403|8300
48.74.112.58|2001-01-25|05:32:51|https://www.love.com/|200|9801
46.111.36.134|2001-01-25|06:37:08|https://www.henson-cain.com/|200|4213
66.250.117.219|2001-01-25|06:55:40|http://www.robinson.com/|200|5318
150.203.13.78|2001-01-25|07:17:44|https://www.hunter.com/|204|5332
101.224.187.175|2001-01-25|07:58:15|http://www.robinson.com/|200|1341
223.0.201.153|2001-01-25|08:47:53|https://wilkinson.com/|200|1540
147.175.145.22|2001-01-25|09:34:49|https://gonzalez.com/|200|5624
214.198.226.118|2001-01-25|10:32:44|http://www.robinson.com/|201|1628
173.148.71.145|2001-01-25|10:38:39|https://www.hunter.com/|500|6277
53.211.117.161|2001-01-25|10:39:34|https://watson.net/|200|7574
166.152.40.96|2001-01-25|11:55:53|https://watson.net/|200|8646
70.127.206.103|2001-01-25|16:20:48|http://www.robinson.com/|200|5510
29.172.171.19|2001-01-25|16:47:49|http://jennings.com/|503|10057
99.184.114.83|2001-01-25|17:59:02|https://glass.com/|200|9879
167.137.141.224|2001-01-25|19:25:38|https://gonzalez.com/|200|8778
3.176.31.26|2001-01-25|21:37:06|https://west.org/|200|51
188.224.163.224|2001-01-25|22:27:01|https://murphy.com/|200|5695
156.168.65.203|2001-08-08|09:08:56|https://murphy.com/|403|1690
162.227.35.27|2001-08-08|10:50:34|https://brooks.com/|404|1469
94.108.19.28|2001-08-08|13:46:23|http://www.miller.net/|200|3479
103.82.226.145|2001-08-08|15:45:46|https://www.hunter.com/|200|1934
130.52.147.110|2001-08-08|16:16:57|http://www.miller.net/|200|2084
136.240.241.38|2001-08-08|16:59:17|http://www.miller.net/|200|9230
81.251.139.174|2001-08-08|18:28:38|https://murphy.com/|200|2009
194.182.181.35|2001-08-08|18:31:54|https://holder.com/|200|2575
32.91.140.123|2001-08-08|21:39:56|https://www.henson-cain.com/|200|329
